Ticket ID,Log Time,Resolution Time,Category,Description,Resolutions,MSISDN
T50527,2024-04-23 23:25:56,2024-04-25 20:25:56,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230488909528
T59997,2023-02-02 11:36:44,2023-02-05 03:36:44,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230469234286
T61757,2023-12-26 05:31:41,2023-12-26 20:31:41,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230417634205
T71664,2024-06-01 03:58:27,2024-06-04 02:58:27,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230993322733
T86476,2024-10-28 01:09:07,2024-10-30 16:09:07,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230570122595
T97711,2023-05-06 00:16:24,2023-05-08 09:16:24,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230737442961
T13594,2024-01-21 06:35:41,2024-01-21 07:35:41,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230705284347
T45773,2024-06-01 18:30:27,2024-06-01 22:30:27,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230541679053
T47938,2024-08-25 04:21:31,2024-08-26 16:21:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230538379054
T26850,2023-06-13 20:01:27,2023-06-14 12:01:27,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230844863890
T21543,2023-03-25 18:57:29,2023-03-28 16:57:29,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230965222030
T63632,2024-06-26 12:45:36,2024-06-27 04:45:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230513601178
T33104,2024-03-01 17:57:42,2024-03-03 09:57:42,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230501743542
T49947,2023-10-19 16:41:31,2023-10-22 09:41:31,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230844863890
T18864,2024-03-10 13:31:19,2024-03-12 04:31:19,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230627366212
T69873,2024-05-30 13:09:15,2024-05-30 20:09:15,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230515578106
T34132,2023-03-08 21:41:28,2023-03-09 06:41:28,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230521821189
T18518,2024-01-10 02:41:17,2024-01-10 08:41:17,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230265833817
T60553,2023-06-12 09:41:51,2023-06-12 23:41:51,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230894993614
T99297,2023-11-05 17:10:04,2023-11-06 03:10:04,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230377119445
T41967,2023-01-25 22:34:35,2023-01-28 17:34:35,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230625617252
T65203,2023-08-30 01:32:31,2023-08-30 06:32:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230274619633
T47026,2024-09-26 14:38:13,2024-09-28 17:38:13,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230874225782
T83387,2024-08-29 03:14:06,2024-08-31 05:14:06,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230372079637
T20945,2024-05-29 23:12:32,2024-05-31 19:12:32,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230627366212
T81532,2023-01-09 16:18:41,2023-01-12 00:18:41,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230731598505
T56528,2023-03-21 06:22:26,2023-03-22 09:22:26,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230547718818
T88842,2024-10-12 18:30:05,2024-10-13 22:30:05,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230740178078
T77039,2024-07-15 15:34:14,2024-07-17 00:34:14,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230488909528
T34897,2024-03-01 14:22:53,2024-03-02 06:22:53,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230854438776
T18131,2024-11-26 03:48:10,2024-11-26 05:48:10,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230356540951
T32898,2023-01-02 17:46:52,2023-01-03 03:46:52,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230584177819
T51745,2023-07-05 17:17:12,2023-07-07 17:17:12,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230237322715
T46989,2024-05-31 23:50:02,2024-06-01 23:50:02,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230578964248
T97105,2023-05-07 07:37:35,2023-05-08 08:37:35,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230214230900
T25187,2023-04-01 18:45:35,2023-04-02 05:45:35,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230181101498
T57885,2023-03-09 00:20:10,2023-03-11 14:20:10,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230625617252
T34182,2024-06-03 18:46:16,2024-06-06 02:46:16,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230483525064
T67511,2024-01-07 10:17:03,2024-01-07 12:17:03,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230297542011
T90078,2023-06-16 08:36:41,2023-06-19 07:36:41,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230799348185
T10748,2024-08-15 03:32:38,2024-08-16 22:32:38,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230768600866
T61290,2024-10-20 21:15:38,2024-10-22 18:15:38,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230986337820
T65451,2023-01-18 04:15:39,2023-01-20 09:15:39,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230578964248
T80434,2023-02-08 19:50:11,2023-02-09 03:50:11,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230361899280
T84021,2023-06-19 15:57:07,2023-06-22 05:57:07,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230184750806
T28897,2024-12-12 14:16:02,2024-12-13 02:16:02,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230924151654
T86067,2024-06-11 14:33:22,2024-06-12 02:33:22,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230338505901
T21380,2023-07-01 10:01:10,2023-07-01 17:01:10,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230541679053
T74689,2024-11-10 08:28:47,2024-11-11 02:28:47,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230583143146
T12187,2023-06-11 02:26:34,2023-06-12 20:26:34,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230383558530
T38048,2024-03-28 04:55:37,2024-03-28 17:55:37,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230578964248
T96289,2023-04-24 16:14:31,2023-04-26 04:14:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230677273280
T56352,2024-08-07 01:45:55,2024-08-07 19:45:55,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230445523109
T56745,2024-04-01 20:14:44,2024-04-02 18:14:44,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230509988441
T49140,2023-03-16 10:17:33,2023-03-17 13:17:33,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230108284824
T56474,2023-08-12 05:51:48,2023-08-13 03:51:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230458233434
T61166,2024-01-17 20:24:56,2024-01-18 07:24:56,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230380831002
T42544,2023-10-11 00:25:30,2023-10-11 14:25:30,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230957219651
T11792,2024-07-06 08:54:32,2024-07-07 10:54:32,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230243910318
T66808,2023-04-22 10:56:44,2023-04-23 05:56:44,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230267833934
T75213,2024-12-17 23:41:44,2024-12-20 04:41:44,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230277146142
T87030,2023-01-20 23:33:48,2023-01-21 14:33:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230460925197
T69747,2024-06-12 03:50:07,2024-06-14 08:50:07,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230671681911
