Offer Name,Offer ID,Data Browsing Allowance,SMS Allowance,Voice On-Net Allowance,Voice Off-Net Allowance,Data Social Allowance,Datetime,Amount,MSISDN
Offer 1,O039,7176,529,165,104,517,2023-06-25 04:54:24,483,9230904602671
Offer 4,O046,2394,742,107,199,685,2023-12-31 22:21:01,81,9230203822216
Offer 40,O013,6921,308,414,176,2637,2024-03-11 21:43:22,710,9230386899259
Offer 7,O011,8435,605,63,236,1158,2024-02-27 13:21:11,657,9230350789665
Offer 21,O043,9769,749,150,100,2496,2023-07-04 08:48:09,355,9230555117124
Offer 14,O028,6503,507,478,131,2819,2023-05-12 19:05:24,709,9230869170025
Offer 7,O022,834,269,298,85,2199,2023-02-06 20:36:34,529,9230578961856
Offer 45,O012,897,874,440,209,2489,2024-01-04 12:26:29,966,9230615495383
Offer 15,O008,4601,223,61,296,2737,2024-08-11 08:59:58,216,9230912538628
Offer 28,O026,7011,308,124,174,212,2024-11-17 04:24:00,173,9230220901940
Offer 44,O011,2914,863,493,69,748,2024-09-18 03:28:31,444,9230364676464
Offer 19,O023,9185,818,406,228,1124,2023-06-22 06:25:58,279,9230547718818
Offer 34,O006,6245,831,449,166,1920,2023-02-17 02:39:16,983,9230736702569
Offer 43,O011,2905,125,196,23,355,2023-11-02 17:45:32,271,9230991595287
Offer 24,O036,8800,108,109,201,2718,2024-05-09 21:50:33,896,9230502363761
Offer 10,O026,2256,600,173,44,2181,2023-11-21 18:13:05,346,9230949419871
Offer 6,O006,2525,520,399,263,2818,2024-07-09 17:04:16,157,9230600587929
Offer 26,O038,9245,211,425,56,1214,2024-12-23 04:40:07,990,9230710999422
Offer 3,O028,3736,345,478,154,1156,2023-02-20 10:14:05,427,9230461913145
Offer 36,O045,9737,759,137,251,2752,2023-09-14 13:51:13,583,9230737442961
Offer 49,O002,3954,722,399,69,1778,2024-01-21 19:21:13,322,9230986337820
Offer 11,O009,2842,901,432,31,875,2023-03-04 07:15:56,452,9230445523109
Offer 19,O043,2872,198,213,154,285,2024-02-05 20:16:52,385,9230988629670
Offer 9,O005,7403,331,149,93,1256,2023-07-13 20:44:39,902,9230999762562
Offer 29,O037,6493,859,185,197,1398,2023-04-26 16:07:04,288,9230408988930
Offer 15,O035,2299,470,481,289,2328,2023-12-22 16:38:13,980,9230695127231
Offer 22,O036,9257,192,115,45,1060,2024-01-26 09:29:01,599,9230102123429
Offer 43,O050,3668,928,471,78,484,2023-02-16 22:49:32,758,9230768882619
Offer 10,O030,7552,569,225,149,1028,2023-09-03 04:23:48,689,9230927056639
Offer 14,O002,1741,987,298,297,1859,2023-09-13 04:59:31,732,9230710465361
Offer 14,O013,6382,843,481,32,2257,2023-09-29 09:01:27,407,9230747965604
Offer 22,O009,3632,750,170,75,399,2024-05-10 02:07:46,166,9230965222030
Offer 49,O022,4533,537,234,227,2324,2024-05-15 10:00:38,588,9230131679184
Offer 14,O042,1659,133,484,85,293,2024-06-08 00:41:06,202,9230274619633
Offer 5,O017,3063,261,75,97,2963,2024-08-04 02:37:02,73,9230933143804
Offer 23,O033,881,294,165,144,787,2024-04-04 14:13:03,607,9230365091079
Offer 26,O043,4960,597,489,179,1247,2024-01-13 00:33:23,493,9230325454471
Offer 11,O009,4648,480,432,61,2692,2024-01-08 23:46:34,177,9230996123791
Offer 39,O034,8359,108,468,213,2366,2023-02-18 08:29:51,168,9230135736693
Offer 14,O007,6661,187,110,103,1663,2023-11-22 22:03:16,668,9230202281036
Offer 25,O030,7064,164,201,101,636,2024-12-21 07:11:36,403,9230449994233
Offer 1,O003,7819,745,268,133,2280,2023-04-29 07:55:46,89,9230957219651
Offer 13,O010,4549,291,391,227,370,2023-11-28 13:10:32,976,9230316119294
Offer 14,O032,1876,130,158,63,1417,2023-10-20 19:44:00,279,9230934867447
Offer 45,O040,3986,491,500,199,1155,2023-06-19 10:10:49,797,9230544164977
Offer 32,O028,3072,615,146,91,846,2024-01-28 01:51:29,716,9230202281036
Offer 38,O050,3302,217,306,97,1336,2024-10-01 16:41:30,548,9230834904761
Offer 11,O024,4844,453,286,64,2990,2024-08-21 03:23:35,958,9230859759249
Offer 4,O039,8611,531,316,33,2300,2024-01-03 20:00:42,528,9230445974479
Offer 35,O029,7954,471,306,84,725,2023-05-03 01:50:53,194,9230712491291
Offer 39,O009,2783,195,214,213,2230,2024-08-14 13:06:38,943,9230737100009
Offer 34,O029,8633,993,51,151,2113,2024-04-25 01:59:36,176,9230320913591
Offer 7,O017,2624,783,425,188,1666,2024-06-19 22:29:27,364,9230758196297
Offer 17,O012,4782,124,260,159,1409,2023-08-17 04:44:52,335,9230324505412
Offer 31,O018,4343,513,261,34,441,2024-03-14 06:00:51,80,9230417634205
Offer 46,O048,6823,1000,315,23,1563,2024-08-24 00:11:44,949,9230731598505
Offer 41,O040,8212,753,325,242,867,2024-10-02 17:40:02,700,9230172475544
Offer 20,O020,3626,672,84,130,1244,2023-06-08 04:59:50,206,9230182771385
Offer 14,O019,8689,553,211,221,2994,2023-11-06 19:10:27,890,9230584157454
Offer 35,O010,6561,808,489,186,413,2024-11-04 05:13:08,921,9230854438776
Offer 35,O021,5225,490,169,34,1215,2024-05-29 18:54:41,131,9230927056639
Offer 49,O039,9666,872,53,253,1945,2024-03-02 00:03:50,145,9230691534638
Offer 5,O033,8622,757,53,188,571,2024-01-27 14:51:31,135,9230817598215
Offer 14,O009,4490,812,86,288,551,2023-01-07 11:54:43,658,9230488909528
Offer 49,O032,6454,382,229,279,2552,2023-01-29 15:34:40,174,9230510851164
Offer 45,O011,8103,854,154,142,1516,2024-10-17 10:39:51,651,9230181101498
Offer 48,O038,5714,209,489,195,806,2024-03-11 01:22:01,585,9230363807566
Offer 29,O009,3470,540,475,266,1365,2023-05-11 10:09:21,413,9230184750806
Offer 39,O042,8632,840,70,157,2780,2023-06-18 10:31:16,917,9230297542011
Offer 50,O031,8651,544,358,134,966,2024-04-10 14:14:18,125,9230274619633
Offer 27,O005,4121,568,110,82,2134,2023-05-25 14:11:27,265,9230405694220
Offer 48,O021,2566,377,184,35,704,2024-09-14 16:42:46,435,9230439195173
Offer 41,O022,4010,115,121,207,242,2024-06-19 02:37:46,810,9230460235560
Offer 25,O018,5257,154,182,53,1809,2024-08-19 05:36:35,706,9230175168797
Offer 34,O045,4109,772,84,56,1731,2023-04-17 01:32:34,75,9230776465178
Offer 45,O014,1486,380,494,203,2915,2024-10-21 16:59:58,82,9230519509585
Offer 34,O018,5301,972,329,258,2504,2023-06-16 02:45:47,834,9230140927318
Offer 31,O001,6441,787,307,23,335,2023-10-23 08:48:15,475,9230690127388
Offer 35,O041,3169,264,330,228,2125,2023-12-30 22:46:18,474,9230863903371
Offer 27,O044,8431,193,206,213,1064,2023-08-27 21:39:31,180,9230513601178
Offer 26,O002,8527,776,422,163,760,2023-11-17 22:22:47,136,9230690127388
Offer 34,O049,7637,205,403,124,2324,2023-07-20 21:31:32,480,9230655468230
Offer 42,O002,6363,467,187,132,1461,2023-09-16 17:37:56,373,9230243179920
Offer 31,O036,2245,734,399,67,1764,2024-07-11 17:21:59,281,9230359400406
Offer 31,O013,4439,709,391,220,2144,2023-07-28 15:49:43,224,9230615495383
Offer 38,O017,1649,642,304,120,434,2023-06-26 06:46:29,442,9230417634205
Offer 39,O020,1424,426,182,237,2823,2023-01-08 21:51:14,648,9230996629579
Offer 47,O029,6694,765,205,156,2737,2024-02-10 15:23:56,778,9230608797513
Offer 41,O047,1107,304,437,90,2300,2023-11-04 00:47:19,243,9230838747192
Offer 26,O029,4732,437,249,99,1022,2023-07-02 10:38:37,350,9230232190327
Offer 35,O001,9814,759,378,186,2780,2023-02-16 06:25:40,585,9230655468230
Offer 18,O025,4403,941,280,299,2553,2024-04-01 19:21:30,683,9230894240000
Offer 2,O025,7676,651,88,169,600,2023-07-29 08:53:28,249,9230277017963
Offer 10,O001,8302,719,72,240,623,2024-03-08 03:53:41,541,9230762083350
Offer 14,O011,2027,193,467,288,1274,2023-10-26 11:30:41,414,9230805812231
Offer 1,O018,9244,816,89,101,1179,2024-09-01 12:57:28,361,9230436309566
Offer 29,O027,4300,226,188,266,2847,2024-05-08 22:53:26,814,9230297580025
Offer 34,O035,1854,624,114,48,1736,2024-12-11 05:59:55,847,9230108807547
Offer 18,O042,9508,873,102,138,1297,2023-03-08 03:20:28,399,9230262593890
Offer 1,O018,6862,529,362,49,1695,2024-10-02 20:18:21,953,9230293952148
Offer 9,O046,2698,572,96,148,2665,2023-04-12 22:26:52,876,9230324505412
Offer 10,O044,7321,108,302,240,917,2024-09-05 12:50:51,76,9230310826483
Offer 13,O042,4129,931,119,78,566,2024-09-19 07:41:15,870,9230781941999
Offer 8,O032,4688,926,70,244,2591,2024-07-18 00:36:16,712,9230116725380
Offer 34,O029,1084,127,203,278,707,2023-12-06 00:22:44,200,9230676813795
Offer 34,O043,4557,997,172,178,503,2023-01-25 07:53:31,357,9230233566905
Offer 3,O024,6160,318,472,51,1829,2023-09-08 22:55:56,190,9230582461373
Offer 19,O046,2043,979,131,90,681,2023-11-27 05:44:30,189,9230134569915
Offer 24,O031,4351,570,73,48,406,2023-06-21 08:28:05,810,9230502363761
Offer 40,O026,6331,475,314,44,1217,2023-04-23 23:59:47,378,9230428352927
Offer 34,O048,2288,944,65,90,252,2024-03-01 19:03:43,308,9230636066934
Offer 43,O034,5745,974,394,56,204,2023-04-08 13:48:36,515,9230889163981
Offer 50,O014,1635,378,126,285,1702,2024-10-08 23:24:47,102,9230276660407
Offer 32,O006,5716,666,470,21,1469,2023-11-13 08:30:09,697,9230368714655
Offer 34,O014,5933,975,207,198,2637,2024-05-03 08:36:47,767,9230783931863
Offer 37,O020,7918,665,336,118,634,2023-03-13 00:02:00,585,9230164904391
Offer 15,O012,728,245,107,117,1660,2023-02-10 08:32:33,561,9230587001801
Offer 50,O039,1439,128,85,261,367,2023-11-05 05:21:38,449,9230620962249
Offer 45,O011,3406,795,263,171,2280,2023-10-02 03:09:09,964,9230894240000
Offer 29,O025,4119,913,379,277,1054,2023-11-22 06:20:31,874,9230310826483
Offer 48,O035,8077,981,213,262,2069,2024-08-16 18:43:16,174,9230692205256
Offer 30,O036,8671,751,115,201,1304,2023-10-02 12:39:21,694,9230181101498
Offer 47,O013,2245,392,230,252,205,2023-07-16 02:46:56,495,9230560138149
Offer 19,O013,5992,449,64,191,1956,2024-03-22 01:02:17,581,9230223870632
Offer 39,O030,3035,140,431,252,2315,2023-08-17 10:46:49,746,9230130862663
Offer 35,O033,9909,389,95,129,2265,2023-02-16 06:15:36,209,9230894993614
Offer 18,O013,5020,215,114,66,1020,2024-07-26 23:09:32,851,9230174392318
Offer 13,O027,1618,229,227,88,1120,2023-09-09 07:57:33,96,9230799348185
Offer 46,O044,4452,583,300,176,2636,2024-06-03 04:18:23,322,9230584157454
Offer 26,O002,7772,614,311,41,1341,2024-01-06 00:25:31,673,9230751286997
Offer 39,O012,4361,315,390,285,1651,2023-06-11 11:30:07,786,9230734032528
Offer 25,O043,8523,766,315,228,444,2023-12-24 07:40:21,970,9230230356648
Offer 27,O032,6899,264,229,284,1788,2023-01-02 06:41:44,706,9230218302795
Offer 19,O022,7711,525,84,217,889,2023-05-20 14:43:36,216,9230198819986
Offer 12,O038,966,761,492,131,2743,2024-11-10 09:19:32,331,9230492137781
Offer 24,O004,3511,318,76,255,1715,2024-09-28 03:42:07,679,9230701523260
Offer 42,O027,4107,876,289,267,1704,2023-07-21 13:38:26,594,9230395884015
Offer 32,O013,7332,969,237,214,1917,2023-11-02 05:51:26,54,9230108807547
Offer 29,O001,2327,771,59,41,2153,2024-11-20 00:40:59,337,9230166511912
Offer 7,O006,7368,863,195,200,843,2024-05-07 14:05:28,515,9230703883514
Offer 18,O025,9580,142,457,126,802,2024-10-22 01:37:12,452,9230325454471
Offer 4,O020,3248,386,397,114,877,2023-01-23 08:14:16,239,9230469090751
Offer 16,O002,9135,223,465,285,770,2024-06-27 09:22:35,430,9230996629579
Offer 30,O024,7426,890,57,126,2895,2024-04-23 11:15:15,85,9230292005339
Offer 12,O050,3337,658,134,68,1233,2024-09-10 17:07:35,461,9230267833934
Offer 33,O041,2864,397,261,254,532,2023-11-17 12:49:25,515,9230874591636
Offer 10,O044,9175,732,138,130,1003,2024-03-26 23:17:57,419,9230877653565
Offer 37,O003,3891,570,395,213,2154,2024-11-09 00:51:04,539,9230751286997
Offer 45,O014,7856,978,128,237,950,2023-05-20 20:00:30,922,9230949419871
Offer 11,O004,1961,328,274,187,563,2024-02-05 23:41:49,807,9230799348185
Offer 36,O050,8230,297,148,33,2649,2024-02-16 17:16:26,413,9230863763764
Offer 13,O050,2748,762,280,162,2913,2024-11-18 20:05:54,876,9230518578339
Offer 26,O035,7047,344,235,44,899,2023-05-05 14:52:17,94,9230951173620
Offer 32,O039,5667,475,499,222,1548,2024-12-24 18:37:17,387,9230676813795
Offer 27,O011,5506,932,389,70,2066,2023-06-06 12:35:43,366,9230701523260
Offer 27,O014,3438,277,166,198,950,2023-02-12 18:08:07,466,9230816548778
Offer 34,O035,5073,963,369,300,417,2023-03-23 05:35:25,847,9230609873958
Offer 11,O020,6020,657,217,97,230,2023-08-23 08:16:59,232,9230707794631
Offer 42,O046,9751,449,335,145,1040,2023-08-25 23:31:06,933,9230526661255
Offer 18,O005,2392,281,487,175,2951,2023-03-28 00:16:43,405,9230367979227
Offer 20,O046,7815,920,276,231,2742,2023-09-07 19:31:39,716,9230689135277
Offer 17,O017,8253,370,155,64,599,2024-01-20 11:23:41,61,9230490717091
Offer 14,O010,6771,973,322,21,524,2024-04-11 17:59:20,54,9230570122595
Offer 45,O013,1867,661,410,228,1251,2024-11-28 23:52:51,355,9230478323663
Offer 50,O010,3480,930,84,226,585,2023-05-07 13:10:08,247,9230869170025
Offer 37,O015,2047,842,281,221,2094,2023-01-29 04:41:26,724,9230865836147
Offer 39,O040,8133,528,428,133,765,2023-03-08 15:21:35,140,9230492437848
Offer 43,O029,5733,552,244,83,1653,2024-07-12 20:04:13,244,9230518578339
Offer 10,O047,8630,325,468,238,1009,2023-10-11 14:51:46,619,9230203803040
Offer 50,O043,5386,898,76,188,400,2024-11-26 08:43:36,156,9230488988175
Offer 27,O025,7651,524,229,251,2230,2023-06-06 04:40:04,344,9230376679320
Offer 35,O019,1207,340,460,24,989,2024-11-11 13:25:11,394,9230181232816
Offer 27,O028,769,242,85,104,637,2023-11-09 11:22:45,331,9230482635548
Offer 6,O048,552,111,170,218,881,2023-11-23 22:55:04,963,9230783931863
Offer 1,O035,7153,162,287,290,1166,2024-11-01 17:18:35,308,9230164904391
Offer 33,O047,2500,990,200,218,1359,2024-12-04 03:01:20,394,9230260106137
Offer 44,O006,3951,674,102,293,2142,2023-01-05 10:30:27,462,9230965222030
Offer 39,O037,7607,215,229,214,2623,2023-03-03 17:30:09,290,9230367979227
Offer 25,O049,1162,998,357,237,818,2023-10-17 02:20:44,861,9230628658338
Offer 12,O049,1585,430,329,34,703,2024-09-09 23:34:44,699,9230996629579
Offer 20,O013,8093,550,104,174,868,2023-10-16 05:22:49,58,9230655468230
Offer 35,O025,6311,931,424,25,1637,2024-03-16 03:30:49,570,9230817598215
Offer 49,O037,6314,772,232,140,402,2023-02-28 14:28:18,697,9230874591636
Offer 17,O010,3645,530,123,139,2303,2023-09-14 12:38:42,217,9230583143146
Offer 19,O043,779,671,323,220,2670,2024-02-25 09:04:31,858,9230677273280
Offer 23,O033,7884,226,273,93,1667,2023-01-24 15:25:35,297,9230262593890
Offer 21,O004,3276,668,64,67,2293,2023-08-03 17:00:57,393,9230858271073
Offer 1,O001,6878,800,418,171,2832,2024-11-18 11:29:14,916,9230237841298
Offer 6,O010,538,750,353,181,2618,2024-02-07 17:21:08,204,9230140927318
Offer 1,O031,6711,674,349,40,2740,2024-11-20 12:02:12,79,9230542774756
Offer 39,O028,9882,885,177,62,1413,2023-02-24 13:20:11,377,9230233566905
Offer 1,O035,3775,578,50,150,2060,2024-12-28 11:45:07,506,9230411287976
Offer 34,O018,6611,189,465,131,694,2024-05-20 19:14:39,867,9230850684352
Offer 2,O030,3233,255,451,260,1412,2024-12-22 16:39:21,190,9230293207299
Offer 4,O023,4339,162,58,130,1653,2023-02-28 08:05:57,806,9230719228714
Offer 13,O025,5972,572,205,130,686,2023-08-10 20:24:02,709,9230324505412
Offer 37,O026,3936,324,287,192,469,2023-07-27 07:57:33,861,9230482635548
Offer 29,O050,1521,138,110,228,1937,2023-07-13 11:08:10,801,9230678073159
Offer 29,O005,7929,856,172,263,2840,2023-06-07 21:45:05,558,9230270654265
Offer 38,O047,3533,149,136,118,1848,2023-03-10 18:13:13,353,9230701049720
Offer 41,O022,3386,260,426,61,1892,2023-10-13 09:31:01,72,9230162731400
Offer 44,O040,6774,444,345,73,471,2023-06-20 03:01:13,859,9230242009124
Offer 28,O016,1025,135,77,252,1646,2024-12-01 21:31:04,901,9230797287920
Offer 17,O003,6147,924,201,187,1411,2023-01-08 18:17:37,854,9230718459155
Offer 11,O007,8627,118,250,299,1770,2023-10-30 13:26:39,179,9230488909528
Offer 46,O010,5150,974,172,97,2221,2024-04-24 23:15:49,142,9230793158951
Offer 47,O016,581,499,344,128,2305,2024-01-14 05:51:17,793,9230889042748
Offer 31,O042,9062,308,81,84,2111,2024-11-05 14:57:30,373,9230104488435
Offer 34,O013,9255,775,161,134,373,2024-01-03 08:17:58,781,9230509988441
Offer 2,O026,3617,279,484,121,1129,2024-07-17 11:27:57,282,9230224556190
Offer 7,O046,5535,316,341,133,2354,2023-02-07 00:04:44,518,9230128262006
Offer 28,O027,5392,982,431,244,999,2023-05-14 03:34:55,272,9230203803040
Offer 14,O046,4366,875,58,263,828,2024-01-06 19:22:40,757,9230578961856
Offer 12,O001,3511,591,448,187,1960,2023-10-13 16:08:13,737,9230423959650
Offer 26,O024,3856,160,84,66,1001,2023-04-07 12:59:01,993,9230998618451
Offer 23,O046,3982,329,115,258,1553,2024-12-20 12:24:00,409,9230270654265
Offer 32,O032,8148,875,200,270,1628,2023-04-15 20:16:17,845,9230899644989
Offer 15,O001,9134,457,331,279,2579,2024-11-02 22:07:13,365,9230929167854
Offer 17,O050,7805,266,128,97,2796,2023-04-19 08:39:06,906,9230712491291
Offer 17,O041,7156,604,314,219,2391,2023-06-22 00:47:07,234,9230783578773
Offer 31,O023,4571,851,273,210,2957,2023-09-11 16:04:43,247,9230996123791
Offer 41,O043,5117,808,64,240,1904,2023-02-02 06:38:23,872,9230818324681
Offer 11,O031,1128,322,378,86,1253,2023-03-08 22:16:31,724,9230340148689
Offer 37,O026,4020,355,185,147,790,2023-10-06 16:31:40,728,9230164210176
Offer 50,O012,6648,873,96,263,2479,2024-01-20 22:10:20,387,9230933143804
Offer 20,O038,9853,559,243,50,2416,2023-03-11 07:24:53,822,9230989253929
Offer 27,O038,7859,954,385,263,1939,2024-09-07 22:43:09,698,9230308743962
Offer 29,O009,1504,748,366,36,430,2023-04-23 23:51:57,154,9230289915767
Offer 28,O027,7791,422,367,77,2732,2024-08-12 17:49:49,250,9230401971867
Offer 35,O033,4451,194,99,296,1317,2024-07-14 17:52:49,430,9230929167854
Offer 42,O024,1351,522,454,83,2950,2023-10-08 05:17:34,159,9230816548778
Offer 40,O011,4966,892,335,88,2876,2024-03-02 22:39:27,647,9230869170025
Offer 44,O041,7327,506,359,130,2838,2023-10-07 00:03:16,130,9230793158951
Offer 44,O047,2184,479,422,104,704,2024-06-06 21:55:34,884,9230583143146
Offer 7,O026,631,513,211,131,2152,2024-07-29 02:07:24,629,9230841273951
Offer 37,O048,9451,195,193,138,2306,2024-02-16 02:18:07,235,9230945377575
Offer 23,O010,8070,858,396,148,574,2024-08-14 14:52:36,782,9230917703637
Offer 12,O003,9321,336,293,274,1309,2023-01-22 04:56:14,521,9230363807566
Offer 16,O038,4629,135,160,50,225,2024-08-16 19:09:16,319,9230830363551
Offer 36,O041,4514,860,235,272,293,2024-07-13 04:34:09,962,9230965222030
Offer 31,O016,2397,341,372,27,2193,2023-03-18 01:16:09,725,9230966239325
Offer 3,O043,3997,715,263,232,1000,2023-12-06 08:50:08,831,9230252568240
Offer 5,O024,8209,635,499,228,1053,2024-11-03 12:00:29,977,9230793158951
Offer 6,O004,2774,129,50,273,1604,2024-10-25 02:06:47,368,9230913469186
Offer 32,O037,4535,711,402,267,1709,2023-05-06 21:57:38,627,9230857792434
Offer 1,O016,2698,771,248,94,227,2024-05-20 18:38:54,252,9230710465361
Offer 17,O033,4412,462,272,115,2849,2023-05-26 14:42:42,791,9230323952441
Offer 48,O019,2793,911,181,68,1953,2024-03-30 14:11:47,813,9230141002657
Offer 50,O011,3007,700,181,136,799,2024-08-30 19:04:52,919,9230150956349
Offer 9,O033,6617,337,213,23,447,2023-05-11 12:50:11,373,9230279476066
Offer 20,O015,6125,250,59,296,1193,2023-09-19 12:18:46,502,9230578961856
Offer 32,O020,6158,801,155,187,2629,2023-10-29 02:11:46,406,9230878479840
Offer 16,O030,2457,451,72,220,2051,2023-08-11 01:26:56,712,9230737442961
Offer 29,O011,6562,541,272,167,1579,2023-05-18 18:06:09,426,9230218302795
Offer 31,O013,3041,773,119,149,1943,2024-02-02 14:39:58,944,9230536743904
Offer 34,O027,1058,615,56,125,2420,2023-01-07 02:06:10,433,9230532570407
Offer 22,O048,3533,193,470,254,2538,2024-11-14 14:06:42,300,9230220901940
Offer 21,O002,9847,734,394,174,572,2024-09-29 07:00:22,600,9230397501087
Offer 1,O014,7516,322,313,149,1393,2023-01-17 23:55:55,810,9230269592945
Offer 47,O013,5096,894,267,296,2808,2023-12-08 10:00:03,379,9230453084420
Offer 9,O017,3169,422,450,22,2221,2023-09-04 08:20:28,55,9230734032528
Offer 26,O033,5856,385,255,155,2619,2023-01-07 10:34:52,195,9230397501087
Offer 32,O041,968,875,388,211,2728,2023-11-09 18:29:53,636,9230292331082
Offer 30,O024,5287,407,138,191,1430,2023-10-19 12:27:34,766,9230175168797
Offer 49,O047,2333,521,138,256,522,2024-03-05 00:08:02,575,9230242009124
Offer 23,O013,4488,441,486,169,762,2024-01-19 17:22:36,201,9230788912728
Offer 45,O004,6936,286,468,141,1218,2023-04-04 07:16:37,409,9230504769021
Offer 13,O009,906,907,279,297,2419,2023-10-04 13:01:06,845,9230608137268
Offer 28,O002,4786,153,386,258,543,2023-12-08 14:27:24,148,9230325454471
Offer 35,O036,6963,894,53,211,646,2024-07-13 11:28:27,694,9230377854779
Offer 36,O023,7175,612,89,92,1276,2024-05-08 15:58:06,865,9230220901940
Offer 7,O004,9005,851,342,238,1418,2023-05-24 06:07:35,690,9230857792434
Offer 18,O032,3670,845,108,198,375,2024-07-15 08:47:12,939,9230834904761
Offer 42,O005,6539,680,224,94,2528,2023-10-15 05:49:35,339,9230141894241
Offer 13,O032,4837,754,436,212,2497,2024-05-08 03:49:04,141,9230927056639
Offer 49,O041,8345,840,318,117,2950,2023-12-31 23:26:02,273,9230277146142
Offer 29,O004,4883,468,121,208,787,2024-01-23 18:50:27,416,9230257976986
Offer 8,O019,8465,719,499,77,2124,2023-03-30 17:50:29,629,9230286659796
Offer 15,O050,6863,691,66,85,1247,2024-11-21 22:33:59,484,9230237322715
Offer 2,O008,9274,712,337,287,1535,2023-08-28 01:40:46,74,9230377208567
Offer 48,O020,760,755,229,77,1147,2023-09-03 16:08:54,997,9230383558530
Offer 46,O010,9749,294,357,93,1556,2024-10-25 10:24:17,746,9230395884015
Offer 3,O049,8853,839,66,230,2538,2024-07-02 18:05:00,133,9230502363761
Offer 18,O007,3756,203,197,246,1395,2024-06-09 23:35:55,346,9230203822216
